Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
North West,E12000002,Region,2020-04-14,550,,,12707,,
North East,E12000001,Region,2020-04-14,248,,,4950,,
Worcestershire,E10000034,Upper tier local authority,2020-04-14,49,,,785,,
West Sussex,E10000032,Upper tier local authority,2020-04-14,34,,,756,,
Warwickshire,E10000031,Upper tier local authority,2020-04-14,20,,,765,,
Surrey,E10000030,Upper tier local authority,2020-04-14,86,,,1848,,
Suffolk,E10000029,Upper tier local authority,2020-04-14,21,,,568,,
Staffordshire,E10000028,Upper tier local authority,2020-04-14,51,,,1080,,
Somerset,E10000027,Upper tier local authority,2020-04-14,17,,,265,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-14,51,,,1089,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-14,45,,,787,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-14,15,,,550,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-14,33,,,812,,
Norfolk,E10000020,Upper tier local authority,2020-04-14,56,,,845,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-14,31,,,554,,
Leicestershire,E10000018,Upper tier local authority,2020-04-14,22,,,593,,
Lancashire,E10000017,Upper tier local authority,2020-04-14,87,,,1857,,
Kent,E10000016,Upper tier local authority,2020-04-14,67,,,2028,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-14,61,,,1716,,
Hampshire,E10000014,Upper tier local authority,2020-04-14,64,,,1897,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-14,27,,,799,,
Essex,E10000012,Upper tier local authority,2020-04-14,50,,,1779,,
East Sussex,E10000011,Upper tier local authority,2020-04-14,13,,,387,,
Devon,E10000008,Upper tier local authority,2020-04-14,25,,,468,,
Derbyshire,E10000007,Upper tier local authority,2020-04-14,31,,,840,,
Cumbria,E10000006,Upper tier local authority,2020-04-14,52,,,1395,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-14,20,,,484,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-14,21,,,567,,
Westminster,E09000033,Upper tier local authority,2020-04-14,12,,,529,,
Wandsworth,E09000032,Upper tier local authority,2020-04-14,18,,,793,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-14,16,,,596,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-14,7,,,526,,
Sutton,E09000029,Upper tier local authority,2020-04-14,25,,,536,,
Southwark,E09000028,Upper tier local authority,2020-04-14,21,,,1030,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-14,8,,,307,,
Redbridge,E09000026,Upper tier local authority,2020-04-14,14,,,569,,
Newham,E09000025,Upper tier local authority,2020-04-14,15,,,819,,
Merton,E09000024,Upper tier local authority,2020-04-14,12,,,550,,
Lewisham,E09000023,Upper tier local authority,2020-04-14,15,,,753,,
Lambeth,E09000022,Upper tier local authority,2020-04-14,11,,,973,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-14,17,,,338,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-14,6,,,390,,
Islington,E09000019,Upper tier local authority,2020-04-14,7,,,351,,
Hounslow,E09000018,Upper tier local authority,2020-04-14,21,,,533,,
Hillingdon,E09000017,Upper tier local authority,2020-04-14,17,,,573,,
Havering,E09000016,Upper tier local authority,2020-04-14,14,,,513,,
Harrow,E09000015,Upper tier local authority,2020-04-14,15,,,724,,
Haringey,E09000014,Upper tier local authority,2020-04-14,10,,,467,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-14,9,,,416,,
Hackney,E09000012,Upper tier local authority,2020-04-14,7,,,530,,
Greenwich,E09000011,Upper tier local authority,2020-04-14,29,,,532,,
Enfield,E09000010,Upper tier local authority,2020-04-14,35,,,643,,
Ealing,E09000009,Upper tier local authority,2020-04-14,27,,,851,,
Croydon,E09000008,Upper tier local authority,2020-04-14,48,,,1111,,
Camden,E09000007,Upper tier local authority,2020-04-14,9,,,470,,
Bromley,E09000006,Upper tier local authority,2020-04-14,20,,,842,,
Brent,E09000005,Upper tier local authority,2020-04-14,34,,,1128,,
Bexley,E09000004,Upper tier local authority,2020-04-14,23,,,475,,
Barnet,E09000003,Upper tier local authority,2020-04-14,20,,,1033,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-14,13,,,369,,
Gateshead,E08000037,Upper tier local authority,2020-04-14,25,,,518,,
Wakefield,E08000036,Upper tier local authority,2020-04-14,15,,,365,,
Leeds,E08000035,Upper tier local authority,2020-04-14,35,,,771,,
Kirklees,E08000034,Upper tier local authority,2020-04-14,24,,,386,,
Calderdale,E08000033,Upper tier local authority,2020-04-14,8,,,164,,
Bradford,E08000032,Upper tier local authority,2020-04-14,17,,,483,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-14,17,,,514,,
Walsall,E08000030,Upper tier local authority,2020-04-14,22,,,631,,
Solihull,E08000029,Upper tier local authority,2020-04-14,20,,,397,,
Sandwell,E08000028,Upper tier local authority,2020-04-14,30,,,660,,
Dudley,E08000027,Upper tier local authority,2020-04-14,10,,,501,,
Coventry,E08000026,Upper tier local authority,2020-04-14,13,,,470,,
Birmingham,E08000025,Upper tier local authority,2020-04-14,82,,,2077,,
Sunderland,E08000024,Upper tier local authority,2020-04-14,30,,,770,,
South Tyneside,E08000023,Upper tier local authority,2020-04-14,27,,,281,,
North Tyneside,E08000022,Upper tier local authority,2020-04-14,11,,,346,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-14,31,,,658,,
Sheffield,E08000019,Upper tier local authority,2020-04-14,48,,,1510,,
Rotherham,E08000018,Upper tier local authority,2020-04-14,20,,,442,,
Doncaster,E08000017,Upper tier local authority,2020-04-14,3,,,258,,
Barnsley,E08000016,Upper tier local authority,2020-04-14,27,,,440,,
Wirral,E08000015,Upper tier local authority,2020-04-14,46,,,695,,
Sefton,E08000014,Upper tier local authority,2020-04-14,29,,,583,,
St. Helens,E08000013,Upper tier local authority,2020-04-14,8,,,418,,
Liverpool,E08000012,Upper tier local authority,2020-04-14,30,,,1037,,
Knowsley,E08000011,Upper tier local authority,2020-04-14,8,,,348,,
Wigan,E08000010,Upper tier local authority,2020-04-14,20,,,374,,
Trafford,E08000009,Upper tier local authority,2020-04-14,21,,,425,,
Tameside,E08000008,Upper tier local authority,2020-04-14,13,,,335,,
Stockport,E08000007,Upper tier local authority,2020-04-14,21,,,567,,
Salford,E08000006,Upper tier local authority,2020-04-14,12,,,394,,
Rochdale,E08000005,Upper tier local authority,2020-04-14,9,,,291,,
Oldham,E08000004,Upper tier local authority,2020-04-14,11,,,392,,
Manchester,E08000003,Upper tier local authority,2020-04-14,37,,,784,,
Bury,E08000002,Upper tier local authority,2020-04-14,4,,,272,,
Bolton,E08000001,Upper tier local authority,2020-04-14,29,,,488,,
Dorset,E06000059,Upper tier local authority,2020-04-14,8,,,222,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-14,18,,,287,,
Northumberland,E06000057,Upper tier local authority,2020-04-14,31,,,520,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-14,16,,,347,,
Bedford,E06000055,Upper tier local authority,2020-04-14,20,,,290,,
Wiltshire,E06000054,Upper tier local authority,2020-04-14,5,,,285,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-14,10,,,351,,
Shropshire,E06000051,Upper tier local authority,2020-04-14,15,,,294,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-14,22,,,503,,
Cheshire East,E06000049,Upper tier local authority,2020-04-14,28,,,512,,
County Durham,E06000047,Upper tier local authority,2020-04-14,38,,,810,,
Southampton,E06000045,Upper tier local authority,2020-04-14,17,,,303,,
Portsmouth,E06000044,Upper tier local authority,2020-04-14,11,,,205,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-14,13,,,263,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-14,16,,,348,,
Wokingham,E06000041,Upper tier local authority,2020-04-14,14,,,221,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-14,10,,,175,,
Slough,E06000039,Upper tier local authority,2020-04-14,17,,,282,,
Reading,E06000038,Upper tier local authority,2020-04-14,35,,,289,,
West Berkshire,E06000037,Upper tier local authority,2020-04-14,12,,,197,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-14,10,,,152,,
Medway,E06000035,Upper tier local authority,2020-04-14,13,,,438,,
Thurrock,E06000034,Upper tier local authority,2020-04-14,4,,,216,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-14,7,,,245,,
Luton,E06000032,Upper tier local authority,2020-04-14,24,,,459,,
Peterborough,E06000031,Upper tier local authority,2020-04-14,4,,,124,,
Swindon,E06000030,Upper tier local authority,2020-04-14,17,,,228,,
Torbay,E06000027,Upper tier local authority,2020-04-14,3,,,107,,
Plymouth,E06000026,Upper tier local authority,2020-04-14,16,,,178,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-14,8,,,232,,
North Somerset,E06000024,Upper tier local authority,2020-04-14,5,,,135,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-14,17,,,397,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-14,9,,,151,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-14,14,,,239,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-14,5,,,144,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-14,5,,,129,,
Nottingham,E06000018,Upper tier local authority,2020-04-14,10,,,341,,
Leicester,E06000016,Upper tier local authority,2020-04-14,13,,,432,,
Derby,E06000015,Upper tier local authority,2020-04-14,5,,,384,,
York,E06000014,Upper tier local authority,2020-04-14,7,,,153,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-14,16,,,152,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-14,6,,,90,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-14,27,,,287,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-14,28,,,190,,
Blackpool,E06000009,Upper tier local authority,2020-04-14,8,,,197,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-14,16,,,204,,
Warrington,E06000007,Upper tier local authority,2020-04-14,29,,,403,,
Halton,E06000006,Upper tier local authority,2020-04-14,10,,,233,,
Darlington,E06000005,Upper tier local authority,2020-04-14,7,,,160,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-14,15,,,245,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-14,5,,,201,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-14,20,,,341,,
Hartlepool,E06000001,Upper tier local authority,2020-04-14,8,,,100,,
England,E92000001,Nation,2020-04-13,3266,3269,-3,80234,80219,15
South West,E12000009,Region,2020-04-13,193,,,3920,,
South East,E12000008,Region,2020-04-13,549,,,10997,,
London,E12000007,Region,2020-04-13,566,,,19728,,
East of England,E12000006,Region,2020-04-13,289,,,6790,,
West Midlands,E12000005,Region,2020-04-13,308,,,8333,,
East Midlands,E12000004,Region,2020-04-13,136,,,4565,,
Yorkshire and The Humber,E12000003,Region,2020-04-13,309,,,5945,,
North West,E12000002,Region,2020-04-13,531,,,12157,,
North East,E12000001,Region,2020-04-13,231,,,4702,,
Worcestershire,E10000034,Upper tier local authority,2020-04-13,25,,,736,,
West Sussex,E10000032,Upper tier local authority,2020-04-13,32,,,722,,
Warwickshire,E10000031,Upper tier local authority,2020-04-13,28,,,745,,
Surrey,E10000030,Upper tier local authority,2020-04-13,95,,,1762,,
Suffolk,E10000029,Upper tier local authority,2020-04-13,18,,,547,,
Staffordshire,E10000028,Upper tier local authority,2020-04-13,40,,,1029,,
Somerset,E10000027,Upper tier local authority,2020-04-13,14,,,248,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-13,53,,,1038,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-13,27,,,742,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-13,27,,,535,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-13,18,,,779,,
Norfolk,E10000020,Upper tier local authority,2020-04-13,54,,,789,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-13,22,,,523,,
Leicestershire,E10000018,Upper tier local authority,2020-04-13,13,,,571,,
Lancashire,E10000017,Upper tier local authority,2020-04-13,81,,,1770,,
Kent,E10000016,Upper tier local authority,2020-04-13,118,,,1961,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-13,57,,,1655,,
Hampshire,E10000014,Upper tier local authority,2020-04-13,79,,,1833,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-13,40,,,772,,
Essex,E10000012,Upper tier local authority,2020-04-13,82,,,1729,,
East Sussex,E10000011,Upper tier local authority,2020-04-13,13,,,374,,
Devon,E10000008,Upper tier local authority,2020-04-13,24,,,443,,
Derbyshire,E10000007,Upper tier local authority,2020-04-13,29,,,809,,
Cumbria,E10000006,Upper tier local authority,2020-04-13,52,,,1343,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-13,13,,,464,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-13,21,,,546,,
Westminster,E09000033,Upper tier local authority,2020-04-13,10,,,517,,
Wandsworth,E09000032,Upper tier local authority,2020-04-13,14,,,775,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-13,19,,,580,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-13,14,,,519,,
Sutton,E09000029,Upper tier local authority,2020-04-13,54,,,511,,
Southwark,E09000028,Upper tier local authority,2020-04-13,22,,,1009,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-13,5,,,299,,
Redbridge,E09000026,Upper tier local authority,2020-04-13,19,,,555,,
Newham,E09000025,Upper tier local authority,2020-04-13,20,,,804,,
Merton,E09000024,Upper tier local authority,2020-04-13,20,,,538,,
Lewisham,E09000023,Upper tier local authority,2020-04-13,28,,,738,,
Lambeth,E09000022,Upper tier local authority,2020-04-13,16,,,962,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-13,11,,,321,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-13,7,,,384,,
Islington,E09000019,Upper tier local authority,2020-04-13,6,,,344,,
Hounslow,E09000018,Upper tier local authority,2020-04-13,9,,,512,,
Hillingdon,E09000017,Upper tier local authority,2020-04-13,17,,,556,,
Havering,E09000016,Upper tier local authority,2020-04-13,17,,,499,,
Harrow,E09000015,Upper tier local authority,2020-04-13,23,,,709,,
Haringey,E09000014,Upper tier local authority,2020-04-13,14,,,457,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-13,9,,,407,,
Hackney,E09000012,Upper tier local authority,2020-04-13,8,,,523,,
Greenwich,E09000011,Upper tier local authority,2020-04-13,11,,,503,,
Enfield,E09000010,Upper tier local authority,2020-04-13,14,,,608,,
Ealing,E09000009,Upper tier local authority,2020-04-13,34,,,824,,
Croydon,E09000008,Upper tier local authority,2020-04-13,26,,,1063,,
Camden,E09000007,Upper tier local authority,2020-04-13,13,,,461,,
Bromley,E09000006,Upper tier local authority,2020-04-13,31,,,822,,
Brent,E09000005,Upper tier local authority,2020-04-13,26,,,1094,,
Bexley,E09000004,Upper tier local authority,2020-04-13,10,,,452,,
Barnet,E09000003,Upper tier local authority,2020-04-13,22,,,1013,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-13,17,,,356,,
Gateshead,E08000037,Upper tier local authority,2020-04-13,20,,,493,,
Wakefield,E08000036,Upper tier local authority,2020-04-13,15,,,350,,
Leeds,E08000035,Upper tier local authority,2020-04-13,28,,,736,,
Kirklees,E08000034,Upper tier local authority,2020-04-13,19,,,362,,
Calderdale,E08000033,Upper tier local authority,2020-04-13,6,,,156,,
Bradford,E08000032,Upper tier local authority,2020-04-13,13,,,466,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-13,28,,,497,,
Walsall,E08000030,Upper tier local authority,2020-04-13,22,,,609,,
Solihull,E08000029,Upper tier local authority,2020-04-13,10,,,377,,
Sandwell,E08000028,Upper tier local authority,2020-04-13,34,,,630,,
Dudley,E08000027,Upper tier local authority,2020-04-13,16,,,491,,
Coventry,E08000026,Upper tier local authority,2020-04-13,18,,,457,,
Birmingham,E08000025,Upper tier local authority,2020-04-13,45,,,1995,,
Sunderland,E08000024,Upper tier local authority,2020-04-13,34,,,740,,
South Tyneside,E08000023,Upper tier local authority,2020-04-13,16,,,254,,
North Tyneside,E08000022,Upper tier local authority,2020-04-13,14,,,335,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-13,20,,,627,,
Sheffield,E08000019,Upper tier local authority,2020-04-13,70,,,1462,,
Rotherham,E08000018,Upper tier local authority,2020-04-13,35,,,422,,
Doncaster,E08000017,Upper tier local authority,2020-04-13,9,,,255,,
Barnsley,E08000016,Upper tier local authority,2020-04-13,32,,,413,,
Wirral,E08000015,Upper tier local authority,2020-04-13,35,,,649,,
Sefton,E08000014,Upper tier local authority,2020-04-13,32,,,554,,
St. Helens,E08000013,Upper tier local authority,2020-04-13,9,,,410,,
Liverpool,E08000012,Upper tier local authority,2020-04-13,37,,,1007,,
Knowsley,E08000011,Upper tier local authority,2020-04-13,15,,,340,,
Wigan,E08000010,Upper tier local authority,2020-04-13,20,,,354,,
Trafford,E08000009,Upper tier local authority,2020-04-13,9,,,404,,
Tameside,E08000008,Upper tier local authority,2020-04-13,19,,,322,,
Stockport,E08000007,Upper tier local authority,2020-04-13,37,,,546,,
Salford,E08000006,Upper tier local authority,2020-04-13,9,,,382,,
Rochdale,E08000005,Upper tier local authority,2020-04-13,6,,,282,,
Oldham,E08000004,Upper tier local authority,2020-04-13,8,,,381,,
Manchester,E08000003,Upper tier local authority,2020-04-13,29,,,747,,
Bury,E08000002,Upper tier local authority,2020-04-13,5,,,268,,
Bolton,E08000001,Upper tier local authority,2020-04-13,32,,,459,,
Dorset,E06000059,Upper tier local authority,2020-04-13,4,,,214,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-13,14,,,269,,
Northumberland,E06000057,Upper tier local authority,2020-04-13,31,,,489,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-13,9,,,331,,
Bedford,E06000055,Upper tier local authority,2020-04-13,16,,,270,,
Wiltshire,E06000054,Upper tier local authority,2020-04-13,17,,,280,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-13,21,,,341,,
Shropshire,E06000051,Upper tier local authority,2020-04-13,17,,,279,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-13,15,,,481,,
Cheshire East,E06000049,Upper tier local authority,2020-04-13,31,,,484,,
County Durham,E06000047,Upper tier local authority,2020-04-13,46,,,772,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-13,1,,,56,,
Southampton,E06000045,Upper tier local authority,2020-04-13,11,,,286,,
Portsmouth,E06000044,Upper tier local authority,2020-04-13,4,,,194,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-13,9,,,250,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-13,15,,,332,,
Wokingham,E06000041,Upper tier local authority,2020-04-13,17,,,207,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-13,2,,,165,,
Slough,E06000039,Upper tier local authority,2020-04-13,14,,,265,,
Reading,E06000038,Upper tier local authority,2020-04-13,27,,,254,,
West Berkshire,E06000037,Upper tier local authority,2020-04-13,12,,,185,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-13,15,,,142,,
Medway,E06000035,Upper tier local authority,2020-04-13,11,,,425,,
Thurrock,E06000034,Upper tier local authority,2020-04-13,8,,,212,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-13,10,,,238,,
Luton,E06000032,Upper tier local authority,2020-04-13,15,,,435,,
Peterborough,E06000031,Upper tier local authority,2020-04-13,7,,,120,,
Swindon,E06000030,Upper tier local authority,2020-04-13,15,,,211,,
Torbay,E06000027,Upper tier local authority,2020-04-13,3,,,104,,
Plymouth,E06000026,Upper tier local authority,2020-04-13,12,,,162,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-13,2,,,224,,
North Somerset,E06000024,Upper tier local authority,2020-04-13,5,,,130,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-13,16,,,380,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-13,6,,,142,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-13,15,,,225,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-13,3,,,139,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-13,7,,,124,,
Nottingham,E06000018,Upper tier local authority,2020-04-13,13,,,331,,
Rutland,E06000017,Upper tier local authority,2020-04-13,1,,,12,,
Leicester,E06000016,Upper tier local authority,2020-04-13,9,,,419,,
Derby,E06000015,Upper tier local authority,2020-04-13,4,,,379,,
York,E06000014,Upper tier local authority,2020-04-13,12,,,146,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-13,7,,,136,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-13,4,,,84,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-13,17,,,260,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-13,15,,,162,,
Blackpool,E06000009,Upper tier local authority,2020-04-13,15,,,189,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-13,11,,,188,,
Warrington,E06000007,Upper tier local authority,2020-04-13,16,,,374,,
Halton,E06000006,Upper tier local authority,2020-04-13,8,,,223,,
Darlington,E06000005,Upper tier local authority,2020-04-13,4,,,153,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-13,9,,,230,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-13,14,,,196,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-13,19,,,321,,
Hartlepool,E06000001,Upper tier local authority,2020-04-13,4,,,92,,
England,E92000001,Nation,2020-04-12,2630,2622,8,76968,76950,18
South West,E12000009,Region,2020-04-12,178,,,3727,,
South East,E12000008,Region,2020-04-12,443,,,10448,,
London,E12000007,Region,2020-04-12,413,,,19162,,
East of England,E12000006,Region,2020-04-12,245,,,6501,,
West Midlands,E12000005,Region,2020-04-12,247,,,8025,,
East Midlands,E12000004,Region,2020-04-12,147,,,4429,,
Yorkshire and The Humber,E12000003,Region,2020-04-12,249,,,5636,,
North West,E12000002,Region,2020-04-12,421,,,11626,,
North East,E12000001,Region,2020-04-12,201,,,4471,,
Worcestershire,E10000034,Upper tier local authority,2020-04-12,22,,,711,,
West Sussex,E10000032,Upper tier local authority,2020-04-12,29,,,690,,
Warwickshire,E10000031,Upper tier local authority,2020-04-12,22,,,717,,
Surrey,E10000030,Upper tier local authority,2020-04-12,54,,,1667,,
Suffolk,E10000029,Upper tier local authority,2020-04-12,27,,,529,,
Staffordshire,E10000028,Upper tier local authority,2020-04-12,35,,,989,,
Somerset,E10000027,Upper tier local authority,2020-04-12,11,,,234,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-12,39,,,985,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-12,28,,,715,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-12,27,,,508,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-12,19,,,761,,
Norfolk,E10000020,Upper tier local authority,2020-04-12,40,,,735,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-12,24,,,501,,
Leicestershire,E10000018,Upper tier local authority,2020-04-12,12,,,558,,
Lancashire,E10000017,Upper tier local authority,2020-04-12,61,,,1689,,
Kent,E10000016,Upper tier local authority,2020-04-12,117,,,1843,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-12,51,,,1598,,
Hampshire,E10000014,Upper tier local authority,2020-04-12,71,,,1754,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-12,38,,,732,,
Essex,E10000012,Upper tier local authority,2020-04-12,46,,,1647,,
East Sussex,E10000011,Upper tier local authority,2020-04-12,12,,,361,,
Devon,E10000008,Upper tier local authority,2020-04-12,31,,,419,,
Derbyshire,E10000007,Upper tier local authority,2020-04-12,21,,,780,,
Cumbria,E10000006,Upper tier local authority,2020-04-12,34,,,1291,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-12,13,,,451,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-12,7,,,525,,
Westminster,E09000033,Upper tier local authority,2020-04-12,8,,,507,,
Wandsworth,E09000032,Upper tier local authority,2020-04-12,6,,,761,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-12,18,,,561,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-12,14,,,505,,
Sutton,E09000029,Upper tier local authority,2020-04-12,5,,,457,,
Southwark,E09000028,Upper tier local authority,2020-04-12,11,,,987,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-12,8,,,294,,
Redbridge,E09000026,Upper tier local authority,2020-04-12,24,,,536,,
Newham,E09000025,Upper tier local authority,2020-04-12,14,,,784,,
Merton,E09000024,Upper tier local authority,2020-04-12,9,,,518,,
Lewisham,E09000023,Upper tier local authority,2020-04-12,12,,,710,,
Lambeth,E09000022,Upper tier local authority,2020-04-12,16,,,946,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-12,9,,,310,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-12,3,,,377,,
Islington,E09000019,Upper tier local authority,2020-04-12,7,,,338,,
Hounslow,E09000018,Upper tier local authority,2020-04-12,10,,,503,,
Hillingdon,E09000017,Upper tier local authority,2020-04-12,11,,,539,,
Havering,E09000016,Upper tier local authority,2020-04-12,19,,,482,,
Harrow,E09000015,Upper tier local authority,2020-04-12,13,,,686,,
Haringey,E09000014,Upper tier local authority,2020-04-12,12,,,443,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-12,7,,,398,,
Hackney,E09000012,Upper tier local authority,2020-04-12,11,,,515,,
Greenwich,E09000011,Upper tier local authority,2020-04-12,14,,,492,,
Enfield,E09000010,Upper tier local authority,2020-04-12,22,,,594,,
Ealing,E09000009,Upper tier local authority,2020-04-12,21,,,790,,
Croydon,E09000008,Upper tier local authority,2020-04-12,26,,,1037,,
Camden,E09000007,Upper tier local authority,2020-04-12,8,,,448,,
Bromley,E09000006,Upper tier local authority,2020-04-12,11,,,791,,
Brent,E09000005,Upper tier local authority,2020-04-12,26,,,1068,,
Bexley,E09000004,Upper tier local authority,2020-04-12,6,,,442,,
Barnet,E09000003,Upper tier local authority,2020-04-12,17,,,991,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-12,15,,,339,,
Gateshead,E08000037,Upper tier local authority,2020-04-12,20,,,473,,
Wakefield,E08000036,Upper tier local authority,2020-04-12,18,,,335,,
Leeds,E08000035,Upper tier local authority,2020-04-12,38,,,708,,
Kirklees,E08000034,Upper tier local authority,2020-04-12,6,,,343,,
Calderdale,E08000033,Upper tier local authority,2020-04-12,8,,,150,,
Bradford,E08000032,Upper tier local authority,2020-04-12,22,,,453,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-12,9,,,469,,
Walsall,E08000030,Upper tier local authority,2020-04-12,13,,,587,,
Solihull,E08000029,Upper tier local authority,2020-04-12,7,,,367,,
Sandwell,E08000028,Upper tier local authority,2020-04-12,18,,,596,,
Dudley,E08000027,Upper tier local authority,2020-04-12,12,,,475,,
Coventry,E08000026,Upper tier local authority,2020-04-12,21,,,439,,
Birmingham,E08000025,Upper tier local authority,2020-04-12,50,,,1950,,
Sunderland,E08000024,Upper tier local authority,2020-04-12,29,,,706,,
South Tyneside,E08000023,Upper tier local authority,2020-04-12,9,,,238,,
North Tyneside,E08000022,Upper tier local authority,2020-04-12,7,,,321,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-12,17,,,607,,
